strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
pure_random,72,INLAY,3,False,7,-10.0,SHADY,--Y-G,4,4,FACTO,-Y---,5,5,BIKES,-Y---,5.0,5.0,LUCIO,Y--Y-,5.0,5.0,MINOT,-YY--,5.0,4.0,MOREY,----G,4.0,4.0,5629,82,98.54325812755374,82,14,82.92682926829268,14,1,92.85714285714286,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,73,AHHHH,3,False,7,-10.0,SNIDE,-----,5,5,ALGAE,G----,4,4,DRAFT,--Y--,5.0,5.0,REEFS,-----,5.0,5.0,CYCLE,-----,5.0,5.0,SOUSA,----Y,5.0,5.0,5629,649,88.47042103393143,649,13,97.99691833590138,13,2,84.61538461538461,2,2,0.0,2,2,0.0,2,2,0.0
pure_random,74,ROUEN,3,False,7,-10.0,CLAIM,-----,5,5,GREGG,-YY--,5,5,COSTS,-G---,4.0,4.0,ARTIE,-Y--Y,5.0,4.0,GLOBE,--Y-Y,5.0,4.0,YADAV,-----,5.0,5.0,5629,1049,81.36436311955943,1049,194,81.50619637750238,194,26,86.5979381443299,26,20,23.076923076923077,20,15,25.0,15,7,53.333333333333336
pure_random,75,BUENA,3,False,7,-10.0,FOUND,--YG-,4,4,ANZAC,YY---,5,5,WEEKS,--G--,4.0,4.0,TAINT,-Y-G-,4.0,4.0,THEIR,--G--,4.0,4.0,SEVEN,-Y--Y,5.0,4.0,5629,19,99.66246224906733,19,5,73.68421052631578,5,1,80.0,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,76,MENON,3,False,7,-10.0,DIETZ,--Y--,5,5,PACTS,-----,5,5,DODGE,-Y--Y,5.0,5.0,PETRA,-G---,4.0,4.0,NYLON,Y--GG,3.0,3.0,AMISS,-Y---,5.0,5.0,5629,948,83.15864274293835,948,228,75.9493670886076,228,34,85.08771929824562,34,13,61.76470588235294,13,2,84.61538461538461,2,1,50.0
pure_random,77,TRASK,3,False,7,-10.0,TRUCE,GG---,3,3,EDWIN,-----,5,5,SNIDE,Y----,5.0,5.0,OZONE,-----,5.0,5.0,THUGS,G---Y,4.0,4.0,HINDI,-----,5.0,5.0,5629,27,99.52034109077988,27,11,59.25925925925925,11,6,45.45454545454545,6,6,0.0,6,2,66.66666666666666,2,2,0.0
pure_random,78,CASIO,3,False,7,-10.0,SPITE,Y-Y--,5,5,DIXIE,---G-,4,4,ASHOK,YY-Y-,5.0,3.0,SPATE,Y-Y--,5.0,5.0,CISCO,GYG-G,2.0,2.0,WOUND,-Y---,5.0,5.0,5629,125,97.77935690175875,125,21,83.2,21,2,90.47619047619048,2,2,0.0,2,1,50.0,1,1,0.0
pure_random,79,VOILA,3,False,7,-10.0,BAHIA,---YG,4,4,RHYME,-----,5,5,FLAPS,-YY--,5.0,5.0,JOSHI,-G--Y,4.0,4.0,NAZIS,-Y-Y-,5.0,5.0,CARVE,-Y-Y-,5.0,5.0,5629,54,99.04068218155977,54,25,53.70370370370371,25,8,68.0,8,1,87.5,1,1,0.0,1,1,0.0
pure_random,80,AURAL,3,False,7,-10.0,BUSTS,-G---,4,4,WIPED,-----,5,5,ABUJA,G-Y-Y,4.0,3.0,PLAYA,-YY-Y,5.0,5.0,SEUSS,--Y--,5.0,5.0,YOURE,--YY-,5.0,4.0,5629,157,97.210872268609,157,58,63.05732484076433,58,1,98.27586206896551,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,81,LEGER,3,False,7,-10.0,GOTTA,Y----,5,5,SANDS,-----,5,5,WALTZ,--Y--,5.0,5.0,DERBY,-GY--,4.0,4.0,NEGAN,-GG--,3.0,3.0,DIZZY,-----,5.0,5.0,5629,125,97.77935690175875,125,32,74.4,32,13,59.375,13,1,92.3076923076923,1,1,0.0,1,1,0.0
pure_random,82,DALLY,3,False,7,-10.0,LARRY,YG--G,3,3,HYDRA,-YY-Y,5,5,TECHS,-----,5.0,5.0,OZZIE,-----,5.0,5.0,CARDI,-G-Y-,4.0,4.0,DELAY,G-GYG,2.0,2.0,5629,20,99.6446971042814,20,4,80.0,4,3,25.0,3,2,33.33333333333333,2,1,50.0,1,1,0.0
pure_random,83,INIGO,3,False,7,-10.0,SNORT,-GY--,4,4,LAUDA,-----,5,5,BOWES,-Y---,5.0,5.0,LABAN,----Y,5.0,5.0,REBEL,-----,5.0,5.0,OLDIE,Y--Y-,5.0,5.0,5629,11,99.80458340735477,11,5,54.54545454545454,5,2,60.0,2,1,50.0,1,1,0.0,1,1,0.0
pure_random,84,KRILL,3,False,7,-10.0,BRENT,-G---,4,4,BOWES,-----,5,5,LIGHT,YY---,5.0,5.0,DOVER,----Y,5.0,5.0,BRAND,-G---,4.0,4.0,GRATE,-G---,4.0,4.0,5629,111,98.02806892876177,111,36,67.56756756756756,36,3,91.66666666666666,3,2,33.33333333333333,2,1,50.0,1,1,0.0
pure_random,85,SNIDE,3,False,7,-10.0,POPPY,-----,5,5,KOOKY,-----,5,5,BLITZ,--G--,4.0,4.0,SNAPS,GG---,3.0,3.0,RAQQA,-----,5.0,5.0,SECTS,GY---,4.0,4.0,5629,2925,48.03695150115473,2925,2588,11.521367521367521,2588,129,95.01545595054097,129,2,98.44961240310077,2,2,0.0,2,1,50.0
pure_random,86,LEWES,3,False,7,-10.0,SIZED,Y--G-,4,4,YANKS,----G,4,4,EVERS,Y-Y-G,4.0,3.0,USHER,-Y-G-,4.0,4.0,MARYS,----G,4.0,4.0,ROHAN,-----,5.0,5.0,5629,194,96.55356191152958,194,63,67.5257731958763,63,3,95.23809523809523,3,3,0.0,3,2,33.33333333333333,2,2,0.0
pure_random,87,TAMER,3,False,7,-10.0,STAIR,-YY-G,4,3,KYOTO,---Y-,5,5,LAUDA,-G---,4.0,4.0,DHAKA,--Y--,5.0,5.0,ALISA,Y----,5.0,5.0,MICKY,Y----,5.0,5.0,5629,20,99.6446971042814,20,16,20.0,16,8,50.0,8,7,12.5,7,7,0.0,7,1,85.71428571428571
pure_random,88,COTTA,3,False,7,-10.0,STOUT,-YY-Y,5,4,KENJI,-----,5,5,PLANO,--Y-Y,5.0,5.0,REMUS,-----,5.0,5.0,IONIC,-G--Y,4.0,4.0,DJING,-----,5.0,5.0,5629,15,99.73352282821105,15,7,53.333333333333336,7,2,71.42857142857143,2,2,0.0,2,1,50.0,1,1,0.0
pure_random,89,CORBY,3,False,7,-10.0,MARGO,--G-Y,4,4,SEALS,-----,5,5,CLAIM,G----,4.0,4.0,MESSY,----G,4.0,4.0,DALEK,-----,5.0,5.0,RACED,Y-Y--,5.0,5.0,5629,85,98.48996269319595,85,24,71.76470588235294,24,4,83.33333333333334,4,3,25.0,3,2,33.33333333333333,2,2,0.0
pure_random,90,POLIS,3,False,7,-10.0,BEEBE,-----,5,5,STOUT,Y-Y--,5,5,COUNT,-G---,4.0,4.0,EMAIL,---GY,4.0,4.0,POSED,GGY--,3.0,3.0,BONUS,-G--G,3.0,3.0,5629,2732,51.46562444483923,2732,114,95.8272327964861,114,42,63.1578947368421,42,1,97.61904761904762,1,1,0.0,1,1,0.0
pure_random,91,ROXAS,3,False,7,-10.0,ERNIE,-Y---,5,5,SHADE,Y-Y--,5,5,FABLE,-Y---,5.0,5.0,FRANS,-YY-G,4.0,4.0,LORDS,-GY-G,3.0,3.0,BOYCE,-G---,4.0,4.0,5629,411,92.69852549298277,411,33,91.97080291970804,33,10,69.6969696969697,10,2,80.0,2,2,0.0,2,2,0.0
pure_random,92,RANCE,3,False,7,-10.0,BINDS,--G--,4,4,SPORE,---YG,4,4,BUTCH,---G-,4.0,4.0,VIMEO,---Y-,5.0,5.0,IMPLY,-----,5.0,5.0,NORMS,Y-Y--,5.0,5.0,5629,148,97.37075857168236,148,4,97.2972972972973,4,1,75.0,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,93,CARON,3,False,7,-10.0,RINGO,Y-Y-Y,5,5,COOKS,GY---,4,4,OBEYS,Y----,5.0,5.0,UNFIT,-Y---,5.0,5.0,BEVEL,-----,5.0,5.0,GANJA,-GY--,4.0,4.0,5629,57,98.987386747202,57,1,98.24561403508771,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,94,SURYA,3,False,7,-10.0,PORCH,--G--,4,4,FIXER,----Y,5,5,OUTER,-G--Y,4.0,4.0,ACCRA,---YG,4.0,4.0,SITED,G----,4.0,4.0,CRUEL,-YY--,5.0,5.0,5629,227,95.96731213359388,227,79,65.19823788546255,79,20,74.68354430379746,20,6,70.0,6,1,83.33333333333334,1,1,0.0
pure_random,95,AGGIE,3,False,7,-10.0,INNER,Y--Y-,5,5,GUESS,Y-Y--,5,5,MOWER,---Y-,5.0,5.0,ANGST,G-G--,3.0,3.0,VIEJO,-YY--,5.0,5.0,UNTIL,---G-,4.0,4.0,5629,186,96.69568306981702,186,12,93.54838709677419,12,9,25.0,9,1,88.88888888888889,1,1,0.0,1,1,0.0
pure_random,96,CAUSA,3,False,7,-10.0,DROPS,----Y,5,5,DIODE,-----,5,5,POWER,-----,5.0,5.0,UNMET,Y----,5.0,5.0,YARRA,-G--G,3.0,3.0,GRUPO,--G--,4.0,4.0,5629,386,93.14265411263102,386,144,62.69430051813472,144,132,8.333333333333332,132,20,84.84848484848484,20,2,90.0,2,2,0.0
pure_random,97,BAMBA,3,False,7,-10.0,OCCUR,-----,5,5,ALVES,Y----,5,5,LYING,-----,5.0,5.0,DAWES,-G---,4.0,4.0,SURRY,-----,5.0,5.0,LEPER,-----,5.0,5.0,5629,1831,67.47201989696217,1831,171,90.6608410704533,171,21,87.71929824561403,21,14,33.33333333333333,14,14,0.0,14,10,28.57142857142857
pure_random,98,MAYNE,3,False,7,-10.0,MAYES,GGGY-,2,2,UCONN,---G-,4,4,EASES,YG---,4.0,4.0,PESTS,-Y---,5.0,5.0,OWNER,--YY-,5.0,4.0,CLICK,-----,5.0,5.0,5629,2,99.96446971042813,2,1,50.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0
pure_random,99,BOGGS,3,False,7,-10.0,SLIMY,Y----,5,5,SCARF,Y----,5,5,RENTS,----G,4.0,4.0,MAHAL,-----,5.0,5.0,CLOTH,--Y--,5.0,5.0,CRYPT,-----,5.0,5.0,5629,658,88.31053473085805,658,172,73.86018237082067,172,15,91.27906976744185,15,10,33.33333333333333,10,5,50.0,5,5,0.0
pure_random,100,FINNS,3,False,7,-10.0,HEBEI,----Y,5,5,GURUS,----G,4,4,CUNTS,--G-G,3.0,3.0,HEATH,-----,5.0,5.0,DRAPE,-----,5.0,5.0,NANNY,--GG-,3.0,3.0,5629,753,86.62284597619471,753,111,85.2589641434263,111,13,88.28828828828829,13,11,15.384615384615385,11,6,45.45454545454545,6,1,83.33333333333334
random,1,PHOTO,1,True,4,7.7,TUNER,Y----,5,5,BHATT,-G-G-,3,3,SHITS,-G-G-,3.0,3.0,PHOTO,GGGGG,0.0,0.0,,,,,,,,,5629,253,95.50541836915971,253,3,98.81422924901186,3,1,66.66666666666666,1,1,0.0,,,,,,
random,2,PARTY,1,True,6,4.0,BONNY,----G,4,4,JELLY,----G,4,4,DIZZY,----G,4.0,4.0,GARRY,-GG-G,2.0,2.0,MARTY,-GGGG,1.0,1.0,PARTY,GGGGG,0.0,0.0,5629,292,94.81257772250844,292,145,50.34246575342466,145,75,48.275862068965516,75,3,96.0,3,1,66.66666666666666,1,1,0.0
random,3,TRICK,1,True,4,9.0,ALEXA,-----,5,5,BUICK,--GGG,2,2,FRICK,-GGGG,1.0,1.0,TRICK,GGGGG,0.0,0.0,,,,,,,,,5629,1106,80.35174986676141,1106,8,99.27667269439421,8,3,62.5,3,1,66.66666666666666,,,,,,
random,4,DIRTY,1,True,4,7.9,LEXIE,---Y-,5,5,SITKA,-GY--,4,4,WIRTH,-GGG-,2.0,2.0,DIRTY,GGGGG,0.0,0.0,,,,,,,,,5629,592,89.48303428672943,592,30,94.93243243243244,30,1,96.66666666666667,1,1,0.0,,,,,,
random,5,USUAL,1,True,4,8.3,ROADS,--Y-Y,5,5,BASAL,--YGG,3,3,STEAL,Y--GG,3.0,3.0,USUAL,GGGGG,0.0,0.0,,,,,,,,,5629,159,97.17534197903713,159,3,98.11320754716981,3,1,66.66666666666666,1,1,0.0,,,,,,
random,6,TRULY,1,True,5,7.4,WATER,--Y-Y,5,5,TRIMS,GG---,3,3,TRUNK,GGG--,2.0,2.0,TRUDY,GGG-G,1.0,1.0,TRULY,GGGGG,0.0,0.0,,,,,5629,107,98.09912950790549,107,10,90.65420560747664,10,4,60.0,4,1,75.0,1,1,0.0,,,
random,7,SPENT,1,True,6,5.4,JENNI,-Y-G-,4,4,ARENA,--GG-,3,3,GLENS,--GGY,3.0,3.0,SCENE,G-GG-,2.0,2.0,SPEND,GGGG-,1.0,1.0,SPENT,GGGGG,0.0,0.0,5629,67,98.80973529934269,67,19,71.64179104477611,19,5,73.68421052631578,5,3,40.0,3,1,66.66666666666666,1,1,0.0
random,8,PAUSE,1,True,6,3.5999999999999996,NAWAB,-G---,4,4,MACHU,-G--Y,4,4,GAUDY,-GG--,3.0,3.0,VAULT,-GG--,3.0,3.0,SAUER,YGGY-,3.0,3.0,PAUSE,GGGGG,0.0,0.0,5629,541,90.38905667081187,541,25,95.37892791127541,25,10,60.0,10,2,80.0,2,1,50.0,1,1,0.0
random,9,CRAZY,1,True,6,5.5,SWAIN,--G--,4,4,CRAFT,GGG--,2,2,CRABB,GGG--,2.0,2.0,CRAVE,GGG--,2.0,2.0,CRAMP,GGG--,2.0,2.0,CRAZY,GGGGG,0.0,0.0,5629,174,96.90886480724818,174,6,96.55172413793103,6,5,16.666666666666664,5,3,40.0,3,2,33.33333333333333,2,1,50.0
random,10,BASES,1,False,7,-10.0,STAFF,Y-Y--,5,5,HANGS,-G--G,3,3,CARBS,-G-YG,3.0,3.0,BALES,GG-GG,1.0,1.0,BABES,GG-GG,1.0,1.0,BAKES,GG-GG,1.0,1.0,5629,319,94.33291881328833,319,94,70.53291536050156,94,7,92.5531914893617,7,3,57.14285714285714,3,2,33.33333333333333,2,1,50.0
random,11,YOUNG,1,True,5,4.4,FILET,-----,5,5,SACRA,-----,5,5,MUMBO,-Y--Y,5.0,5.0,WOUND,-GGG-,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,5629,1008,82.09273405578256,1008,83,91.76587301587301,83,8,90.36144578313254,8,1,87.5,1,1,0.0,,,
random,12,MEANS,1,True,6,5.9,VEDIC,-G---,4,4,GENUS,-GY-G,3,3,NESTS,YG--G,3.0,3.0,LEANS,-GGGG,1.0,1.0,BEANS,-GGGG,1.0,1.0,MEANS,GGGGG,0.0,0.0,5629,386,93.14265411263102,386,8,97.92746113989638,8,5,37.5,5,3,40.0,3,2,33.33333333333333,2,1,50.0
random,13,TRUTH,1,True,4,7.4,JOINT,----Y,5,5,LGBTQ,---G-,4,4,TUFTS,GY-G-,3.0,3.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,5629,395,92.98276780955764,395,99,74.9367088607595,99,1,98.98989898989899,1,1,0.0,,,,,,
random,14,FIRED,1,True,4,6.1,TALKS,-----,5,5,CONCH,-----,5,5,GREIG,-YYY-,5.0,4.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,5629,858,84.75750577367207,858,182,78.78787878787878,182,20,89.01098901098901,20,1,95.0,,,,,,
random,15,FOLKS,1,True,4,8.0,SITES,----G,4,4,ARGUS,----G,4,4,BOOKS,-G-GG,2.0,2.0,FOLKS,GGGGG,0.0,0.0,,,,,,,,,5629,300,94.670456564221,300,62,79.33333333333333,62,8,87.09677419354838,8,1,87.5,,,,,,
random,16,CHILE,1,True,3,9.1,HUMAN,Y----,5,5,ROCHE,--YYG,4,4,CHILE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,206,96.34038017409841,206,1,99.51456310679612,1,1,0.0,,,,,,,,,
random,17,BLACK,1,True,5,4.4,THERE,-----,5,5,PUSSY,-----,5,5,FLING,-G---,4.0,4.0,CLOAK,YG-YG,3.0,3.0,BLACK,GGGGG,0.0,0.0,,,,,5629,1280,77.2606146740096,1280,360,71.875,360,11,96.94444444444444,11,1,90.9090909090909,1,1,0.0,,,
random,18,GRANT,1,True,5,6.8,MAKER,-Y--Y,5,5,SOARS,--GY-,4,4,GRAVY,GGG--,2.0,2.0,GRAIN,GGG-Y,2.0,2.0,GRANT,GGGGG,0.0,0.0,,,,,5629,218,96.12719843666726,218,46,78.89908256880734,46,7,84.78260869565217,7,2,71.42857142857143,2,1,50.0,,,
random,19,MEALS,1,True,6,3.899999999999999,STERN,Y-Y--,5,5,POISE,---YY,5,5,CASES,-Y-YG,4.0,4.0,HEADS,-GG-G,2.0,2.0,LEAKS,YGG-G,2.0,2.0,MEALS,GGGGG,0.0,0.0,5629,269,95.22117605258484,269,111,58.7360594795539,111,14,87.38738738738738,14,5,64.28571428571429,5,1,80.0,1,1,0.0
random,20,CREAM,1,True,5,5.7,GIDDY,-----,5,5,QUEST,--G--,4,4,WRECK,-GGY-,3.0,3.0,CREEP,GGG--,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,5629,2409,57.20376621069462,2409,51,97.88293897882939,51,4,92.15686274509804,4,1,75.0,1,1,0.0,,,
random,21,AWAKE,1,True,5,7.7,DEATH,-YG--,4,4,QUAKE,--GGG,2,2,FLAKE,--GGG,2.0,2.0,BRAKE,--GGG,2.0,2.0,AWAKE,GGGGG,0.0,0.0,,,,,5629,47,99.1650381950613,47,5,89.36170212765957,5,3,40.0,3,2,33.33333333333333,2,1,50.0,,,
random,22,OCCUR,1,True,5,4.199999999999999,LAKHS,-----,5,5,PROVE,-YY--,5,5,JORDI,-YY--,5.0,5.0,RUMOR,-Y-YG,4.0,4.0,OCCUR,GGGGG,0.0,0.0,,,,,5629,978,82.62568839936046,978,60,93.86503067484662,60,6,90.0,6,1,83.33333333333334,1,1,0.0,,,
random,23,YEARS,1,False,7,-10.0,CHATS,--G-G,3,3,LEAFS,-GG-G,2,2,MEARS,-GGGG,1.0,1.0,GEARS,-GGGG,1.0,1.0,REARS,-GGGG,1.0,1.0,NEARS,-GGGG,1.0,1.0,5629,85,98.48996269319595,85,20,76.47058823529412,20,8,60.0,8,7,12.5,7,6,14.285714285714285,6,5,16.666666666666664
random,24,GRADE,1,False,7,-10.0,CHAIN,--G--,4,4,LEAKY,-YG--,4,4,STATE,--G-G,3.0,3.0,FRAME,-GG-G,2.0,2.0,GRAZE,GGG-G,1.0,1.0,GRAVE,GGG-G,1.0,1.0,5629,258,95.41659264523005,258,31,87.98449612403101,31,13,58.06451612903226,13,6,53.84615384615385,6,3,50.0,3,2,33.33333333333333
random,25,CHILL,1,True,6,3.9,FREUD,-----,5,5,SACHA,--YY-,5,5,CHICK,GGG--,2.0,2.0,CHING,GGG--,2.0,2.0,CHIMP,GGG--,2.0,2.0,CHILL,GGGGG,0.0,0.0,5629,1306,76.79872090957541,1306,31,97.62633996937214,31,6,80.64516129032258,6,4,33.33333333333333,4,3,25.0,3,1,66.66666666666666
random,26,FLOOD,1,True,5,5.9,RISES,-----,5,5,LOLLY,YY---,5,4,FLOCK,GGG--,2.0,2.0,FLOAT,GGG--,2.0,2.0,FLOOD,GGGGG,0.0,0.0,,,,,5629,720,87.20909575413039,720,36,95.0,36,3,91.66666666666666,3,2,33.33333333333333,2,1,50.0,,,
random,27,APPLY,1,True,3,9.5,MINTY,----G,4,4,LOWLY,---GG,3,3,APPLY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,242,95.70083496180494,242,14,94.21487603305785,14,1,92.85714285714286,,,,,,,,,
random,28,SMILE,1,True,3,10.4,THINS,--G-Y,4,4,SLICE,GYG-G,2,2,SMILE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,41,99.27162906377687,41,1,97.5609756097561,1,1,0.0,,,,,,,,,
random,29,KNOCK,1,True,5,6.4,BRIAN,----Y,5,5,JOONG,--GY-,4,4,KNOWS,GGG--,2.0,2.0,KNOLL,GGG--,2.0,2.0,KNOCK,GGGGG,0.0,0.0,,,,,5629,257,95.434357790016,257,10,96.10894941634241,10,4,60.0,4,3,25.0,3,1,66.66666666666666,,,
random,30,SLEEP,1,True,6,7.2,VIBES,---GY,4,4,SNEER,G-GG-,2,2,SHEEP,G-GGG,1.0,1.0,SWEEP,G-GGG,1.0,1.0,STEEP,G-GGG,1.0,1.0,SLEEP,GGGGG,0.0,0.0,5629,78,98.61431870669746,78,13,83.33333333333334,13,3,76.92307692307693,3,2,33.33333333333333,2,1,50.0,1,1,0.0
random,31,BRICK,1,False,7,-10.0,DIALS,-Y---,5,5,WHINE,--G--,4,4,FRICK,-GGGG,1.0,1.0,TRICK,-GGGG,1.0,1.0,CRICK,-GGGG,1.0,1.0,PRICK,-GGGG,1.0,1.0,5629,230,95.9140166992361,230,23,90.0,23,4,82.6086956521739,4,3,25.0,3,2,33.33333333333333,2,1,50.0
random,32,WROTE,1,True,4,8.8,POSED,-Y-Y-,5,4,AWOKE,-YG-G,3,3,WHORE,G-GYG,2.0,2.0,WROTE,GGGGG,0.0,0.0,,,,,,,,,5629,121,97.85041748090248,121,4,96.69421487603306,4,1,75.0,1,1,0.0,,,,,,
random,33,RATED,1,True,3,9.4,TUFTS,Y----,5,5,RIVET,G--GY,3,3,RATED,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,254,95.48765322437379,254,1,99.60629921259843,1,1,0.0,,,,,,,,,
random,34,ALERT,1,True,2,10.8,LITER,Y-YYY,5,4,ALERT,GGGGG,0,0,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
random,35,CAGES,2,False,7,-10.0,MAVIS,-G--G,3,3,RACES,-GYGG,2,2,CAFES,GG-GG,1.0,1.0,CAKES,GG-GG,1.0,1.0,CAPES,GG-GG,1.0,1.0,CATES,GG-GG,1.0,1.0,5629,156,97.22863741339492,156,7,95.51282051282051,7,6,14.285714285714285,6,5,16.666666666666664,5,4,20.0,4,3,25.0
random,36,TEDDY,2,True,5,4.6000000000000005,BUSAN,-----,5,5,CRORE,----Y,5,5,MILEY,---YG,4.0,4.0,JETTY,-GY-G,3.0,3.0,TEDDY,GGGGG,0.0,0.0,,,,,5629,873,84.4910286018831,873,96,89.00343642611683,96,8,91.66666666666666,8,1,87.5,1,1,0.0,,,
random,37,COLES,2,True,5,7.4,HIPPO,----Y,5,5,GOALS,-G-YG,3,3,BOLTS,-GG-G,2.0,2.0,ROLES,-GGGG,1.0,1.0,COLES,GGGGG,0.0,0.0,,,,,5629,953,83.06981701900871,953,28,97.06190975865687,28,11,60.71428571428571,11,4,63.63636363636363,4,1,75.0,,,
random,38,HWANG,2,True,4,8.3,POGBA,--Y-Y,5,5,GRAFT,Y-G--,4,4,SHANG,-YGGG,2.0,2.0,HWANG,GGGGG,0.0,0.0,,,,,,,,,5629,104,98.15242494226328,104,17,83.65384615384616,17,2,88.23529411764706,2,1,50.0,,,,,,
random,39,WRATH,2,True,4,9.2,TRURO,YG---,4,4,PRATT,-GGG-,2,2,GRATE,-GGG-,2.0,2.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,5629,42,99.25386391899093,42,5,88.09523809523809,5,2,60.0,2,1,50.0,,,,,,
random,40,MACHO,2,True,5,5.9,TOWNE,-Y---,5,5,FAVOR,-G-Y-,4,4,PAULO,-G--G,3.0,3.0,SAKHO,-G-GG,2.0,2.0,MACHO,GGGGG,0.0,0.0,,,,,5629,277,95.07905489429739,277,20,92.7797833935018,20,7,65.0,7,1,85.71428571428571,1,1,0.0,,,
random,41,LOPEZ,2,True,5,6.2,ROCKS,-G---,4,4,BOGEY,-G-G-,3,3,VOWED,-G-G-,3.0,3.0,MOTEL,-G-GY,3.0,3.0,LOPEZ,GGGGG,0.0,0.0,,,,,5629,250,95.5587138035175,250,29,88.4,29,5,82.75862068965517,5,1,80.0,1,1,0.0,,,
random,42,GOODY,2,True,4,6.5,NAIVE,-----,5,5,HURST,-----,5,5,GLOCK,G-G--,3.0,3.0,GOODY,GGGGG,0.0,0.0,,,,,,,,,5629,640,88.6303073370048,640,55,91.40625,55,2,96.36363636363636,2,1,50.0,,,,,,
random,43,BROTH,2,True,4,7.4,HANDY,Y----,5,5,OFTHE,Y-YY-,5,4,TORCH,YYY-G,4.0,4.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,5629,242,95.70083496180494,242,20,91.73553719008265,20,1,95.0,1,1,0.0,,,,,,
random,44,VERDE,2,True,5,5.2,PLAID,----Y,5,5,FUNDS,---G-,4,4,TEDDY,-G-G-,3.0,3.0,HEBDO,-G-G-,3.0,3.0,VERDE,GGGGG,0.0,0.0,,,,,5629,206,96.34038017409841,206,22,89.32038834951457,22,2,90.9090909090909,2,1,50.0,1,1,0.0,,,
random,45,TAMED,2,True,6,3.5999999999999996,DICKS,Y----,5,5,ODOUR,-Y---,5,5,HANDY,-G-Y-,4.0,4.0,PAVED,-G-GG,2.0,2.0,FAMED,-GGGG,1.0,1.0,TAMED,GGGGG,0.0,0.0,5629,324,94.24409308935869,324,90,72.22222222222221,90,22,75.55555555555556,22,13,40.909090909090914,13,1,92.3076923076923,1,1,0.0
random,46,LEAFS,2,False,7,-10.0,NEILL,-G-Y-,4,4,LEMME,GG---,3,3,LEARY,GGG--,2.0,2.0,LEAST,GGGY-,2.0,2.0,LEAPS,GGG-G,1.0,1.0,LEADS,GGG-G,1.0,1.0,5629,59,98.95185645763013,59,16,72.88135593220339,16,8,50.0,8,4,50.0,4,3,25.0,3,2,33.33333333333333
random,47,YACHT,2,True,5,5.699999999999999,KILDA,----Y,5,5,GATES,-GY--,4,4,MARTY,-G-YY,4.0,4.0,HAYAT,YGY-G,3.0,3.0,YACHT,GGGGG,0.0,0.0,,,,,5629,861,84.70421033931427,861,24,97.21254355400697,24,2,91.66666666666666,2,1,50.0,1,1,0.0,,,
random,48,MESSY,2,True,4,7.0,SABER,Y--Y-,5,5,ELVIS,Y---Y,5,5,GUEST,--YG-,4.0,4.0,MESSY,GGGGG,0.0,0.0,,,,,,,,,5629,160,97.1575768342512,160,26,83.75,26,9,65.38461538461539,9,1,88.88888888888889,,,,,,
random,49,RYDER,2,True,5,6.1,ASCII,-----,5,5,HEROD,-YY-Y,5,5,ELDER,--GGG,2.0,2.0,UNDER,--GGG,2.0,2.0,RYDER,GGGGG,0.0,0.0,,,,,5629,918,83.69159708651625,918,9,99.01960784313727,9,2,77.77777777777779,2,1,50.0,1,1,0.0,,,
random,50,MOTIF,2,True,4,7.9,SHINE,--Y--,5,5,LUCIO,---GY,4,4,MORIA,GG-G-,2.0,2.0,MOTIF,GGGGG,0.0,0.0,,,,,,,,,5629,267,95.25670634215669,267,7,97.37827715355806,7,1,85.71428571428571,1,1,0.0,,,,,,
random,51,RAVEN,2,True,4,8.1,NEILL,YY---,5,5,DOESN,--Y-G,4,4,RUBEN,G--GG,2.0,2.0,RAVEN,GGGGG,0.0,0.0,,,,,,,,,5629,204,96.37591046367028,204,13,93.62745098039215,13,2,84.61538461538461,2,1,50.0,,,,,,
