Game_Number,Hybrid_codestral-22b_CSS_CoT,Hybrid_codestral-22b_CSS_ZeroShot,Hybrid_codestral-22b_Random_CoT,Hybrid_codestral-22b_Random_ZeroShot,Hybrid_codestral-22b_VOI_CoT,Hybrid_codestral-22b_VOI_ZeroShot,Hybrid_gemma-27b_CSS_CoT,Hybrid_gemma-27b_CSS_ZeroShot,Hybrid_gemma-27b_Random_CoT,Hybrid_gemma-27b_Random_ZeroShot,Hybrid_gemma-27b_VOI_CoT,Hybrid_gemma-27b_VOI_ZeroShot,Hybrid_granite-8b_CSS_CoT,Hybrid_granite-8b_CSS_ZeroShot,Hybrid_granite-8b_Random_CoT,Hybrid_granite-8b_Random_ZeroShot,Hybrid_granite-8b_VOI_CoT,Hybrid_granite-8b_VOI_ZeroShot,Hybrid_llama-3.1-70b_CSS_CoT,Hybrid_llama-3.1-70b_CSS_ZeroShot,Hybrid_llama-3.1-70b_Random_CoT,Hybrid_llama-3.1-70b_Random_ZeroShot,Hybrid_llama-3.1-70b_VOI_CoT,Hybrid_llama-3.1-70b_VOI_ZeroShot,Hybrid_llama-3.1-8b_CSS_CoT,Hybrid_llama-3.1-8b_CSS_ZeroShot,Hybrid_llama-3.1-8b_Random_CoT,Hybrid_llama-3.1-8b_Random_ZeroShot,Hybrid_llama-3.1-8b_VOI_CoT,Hybrid_llama-3.1-8b_VOI_ZeroShot,Hybrid_llama-3.3-70b_CSS_CoT,Hybrid_llama-3.3-70b_CSS_ZeroShot,Hybrid_llama-3.3-70b_Random_CoT,Hybrid_llama-3.3-70b_Random_ZeroShot,Hybrid_llama-3.3-70b_VOI_CoT,Hybrid_llama-3.3-70b_VOI_ZeroShot,Hybrid_mistral-7b_CSS_CoT,Hybrid_mistral-7b_CSS_ZeroShot,Hybrid_mistral-7b_Random_CoT,Hybrid_mistral-7b_Random_ZeroShot,Hybrid_mistral-7b_VOI_CoT,Hybrid_mistral-7b_VOI_ZeroShot,Hybrid_mistral-small_CSS_CoT,Hybrid_mistral-small_CSS_ZeroShot,Hybrid_mistral-small_Random_CoT,Hybrid_mistral-small_Random_ZeroShot,Hybrid_mistral-small_VOI_CoT,Hybrid_mistral-small_VOI_ZeroShot,Hybrid_nemotron-8b_CSS_CoT,Hybrid_nemotron-8b_CSS_ZeroShot,Hybrid_nemotron-8b_Random_CoT,Hybrid_nemotron-8b_Random_ZeroShot,Hybrid_nemotron-8b_VOI_CoT,Hybrid_nemotron-8b_VOI_ZeroShot,PureLLM_codestral-22b_CoT,PureLLM_codestral-22b_ZeroShot,PureLLM_gemma-27b_CoT,PureLLM_gemma-27b_ZeroShot,PureLLM_gpt-oss-120b_CoT,PureLLM_gpt-oss-120b_ZeroShot,PureLLM_gpt-oss-20b_CoT,PureLLM_gpt-oss-20b_ZeroShot,PureLLM_granite-8b_CoT,PureLLM_granite-8b_ZeroShot,PureLLM_llama-3.1-70b_CoT,PureLLM_llama-3.1-70b_ZeroShot,PureLLM_llama-3.1-8b_CoT,PureLLM_llama-3.1-8b_ZeroShot,PureLLM_llama-3.3-70b_CoT,PureLLM_llama-3.3-70b_ZeroShot,PureLLM_mistral-7b_CoT,PureLLM_mistral-7b_ZeroShot,PureLLM_mistral-small_CoT,PureLLM_mistral-small_ZeroShot,PureLLM_nemotron-8b_CoT,PureLLM_nemotron-8b_ZeroShot,Pure_Algo_css,Pure_Algo_css_then_voi,Pure_Algo_css_voi_alternating,Pure_Algo_pure_random,Pure_Algo_random,Pure_Algo_voi,Pure_Algo_voi_css_alternating,Pure_Algo_voi_then_css
62,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,4,3,4,5,4,3,5,5,4,5,5,3,5,5,5,4,5,5,5,4,4,5,4,3,4,4,5,5,3,3,3,5,3,3,5,5,5,4,5,4,3,4,4,4,5,4,4,5
63,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,3,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5
64,4,5,4,3,3,2,4,3,5,3,4,3,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,5,5,5,4,5,3,5,3,5,5,5,5,4,5,4,4,4,3,5,4,4,4,4,4,5,5,5,4,3,5,5,5,3,5
65,5,4,4,5,5,5,5,4,5,4,5,4,5,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,4,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,4,5,4,4,5,4,5,4,3,4,3,5,5,5,5,5
66,5,4,5,4,5,5,4,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,3,5,3,4,5,4,4,2,3,4,5,5,5,4,4,4,3,4,4,5,5,4,4,4,5,4,5,5,4,4,5,4,5,4,4,4,5,4,4
67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,3,5,5,5,4,4
68,4,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5
69,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
70,5,5,5,2,4,3,5,5,5,5,5,5,5,5,5,2,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,2,5,4,4,4,5,4,5,5,2,4,5,5,5,4,5,5,4,5,5,5,4,5,4,4,5,4,4,4,4,5,4,3,5,5,4,5,5,5,3,5,5,5
71,4,5,5,5,4,4,4,5,4,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,4,5,5,4,4,5,5,3,5,5,5,3,5,5,4,5,5,4,5,3,5,4,4,5,3,5,5,5,4,5,5,5,5,5,4
72,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5
73,4,5,5,5,4,4,4,5,4,4,4,5,3,4,5,5,4,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5
74,4,3,5,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,3,3,3,3,4,3,3,3,5,3,5,3,4,3,3,3,5,3,5,4,3,3,5,4,5,4,3,4,5,4,5,4,4,5,3,5,3,4,5,4,5,4,4,5,5,5,3,3,5,3,3,3,5,4,4,5,4,5,4,3,4,5,5,5,3,4
75,5,4,5,5,5,4,4,4,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,3,4,5,3,4,5,4,5,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5
76,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,4,4,5,5
77,5,4,4,3,4,5,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,4,3,4,3,4,5,5,5,4,4,4,5,5,3,5,5,4,5,3,3,4,4,3,4,4,4,5,5,3,5,5,5,5,4,4,3,5,5,4,5
78,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,3,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5
79,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,5,4,3,4,3,4,4,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,4,4,5,3,4,4,5,5,5,5,5,3,5,4,5,4,5,3,5,5
80,4,4,5,4,5,4,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,3,5,4,5,4,5,5,3,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,4,5,5,4,5,5,5,5
81,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,3,4,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,4,5,5,3,4,4
82,5,4,5,5,5,4,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,4,3,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,5,4,3,5,4,5,5
83,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4
84,5,5,5,5,4,5,5,4,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,2,3,5,3,2,3,5,4,4,4,5,5,4,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5
85,4,4,4,5,4,5,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,5,3,5,3,4,5,4,5,4,4,3,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,5,5,5,4,3,5,4,5,5,5,4,5
86,5,4,5,4,5,4,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,3,4,5,5,5,4,3,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,5,5,3,4
87,4,3,4,5,3,5,3,4,5,4,3,4,4,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,3,5,3,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,3,3,5,3,5,1,4,2,3,5,5,5,5
88,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,5,5,5,4,4,4,5,3,3,4,5,5,5,4
89,4,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,3,5,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,5,5,4,3,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,4,2,4,4,5,5,4,5,5,5,4,4,4,4,5
90,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,5,5,4,5,4,5,4,5,4,4,4,3,5,4,4,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,3,4,5,5,4,5,4,5,4,5,5,3,5,4
91,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,5,4,3,5,4,4,5,5,4,4,5,3,5,3,3,5,4,4,4,5,5,5,5,4
92,5,4,4,5,5,5,4,2,4,2,5,2,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,3,5,5,4,5,4,5,4,2,5,4,4,4,5,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,5,4,5,4,3,5
93,4,5,5,4,4,4,4,3,5,3,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,4,5,4,3,4,5,4,5,3,2,5,3,4,5,4,5,5,4,3,3,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,5,5,5,2,3,5
94,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5
95,4,5,5,5,5,4,5,4,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,4,3,5,3,5,3,2,5,4,5,5,4,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5
96,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,3,3,3,3,5,3,3,3,5,3,5,3,3,3,3,3,3,3,5,5,5,5,5,3,5,4,5,4,5,4,4,5,4,3,4,4,3,4,5,4,5,5,5,4,5,5,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5
97,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4
98,4,4,4,3,4,5,4,3,4,3,4,3,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,5,4,5,3,5,5,4,3,4,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,2,4,5,4,5,2,4,4,4,5
99,5,5,5,4,4,4,4,5,5,5,5,5,3,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5
100,5,4,5,5,5,4,5,4,4,4,5,4,4,4,4,5,4,3,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,3,4,4,5,5,5,4,5,4,5,4,5,5,5,4,4,4,5,5,4,5,5,5,4,5,5,4,4,4,4,3,4,5,5,5,5,4
