strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,approach,total_violations,strategy_1,strategy_2,strategy_3,strategy_4,strategy_5,strategy_6,win_rate,convergence_rate,avg_hamming
,84,KRILL,,True,6,,CRANE,-G---,4,4,PROST,-G---,4.0,4.0,GRIMY,-GG--,3.0,3.0,BRILL,-GGGG,1.0,1.0,DRILL,-GGGG,1.0,1.0,KRILL,GGGGG,0.0,0.0,5629.0,93.0,98.34784153490853,93.0,10.0,89.24731182795699,10.0,3.0,70.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,VOI,VOI,1.0,0.6666666666666666,2.1666666666666665
,85,SNIDE,,True,4,,CRANE,---YG,4,4,INOUE,YG--G,3.0,3.0,SNIPE,GGG-G,1.0,1.0,SNIDE,GGGGG,0.0,0.0,,,,,,,,,5629.0,30.0,99.4670456564221,30.0,3.0,90.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,1.0,2.0
,86,LEWES,,True,4,,CRANE,----Y,5,5,PLIES,-Y-GG,3.0,3.0,SOLES,--YGG,3.0,3.0,LEWES,GGGGG,0.0,0.0,,,,,,,,,5629.0,463.0,91.7747379641144,463.0,12.0,97.40820734341251,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,1.25,2.75
,87,TAMER,,True,3,,CRANE,-YY-Y,5,4,MATER,YGYGG,2.0,2.0,TAMER,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,125.0,97.77935690175876,125.0,1.0,99.2,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.6666666666666667,2.3333333333333335
,88,COTTA,,True,3,,CRANE,G-Y--,4,4,COSTA,GG-GG,1.0,1.0,COTTA,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,33.0,99.41375022206432,33.0,1.0,96.96969696969695,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.3333333333333333,1.6666666666666667
,89,CORBY,,True,3,,CRANE,GY---,4,4,CURLS,G-G--,3.0,3.0,CORBY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,25.0,99.55587138035176,25.0,3.0,88.0,3.0,1.0,66.66666666666666,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.3333333333333333,2.3333333333333335
,90,POLIS,,True,4,,CRANE,-----,5,5,PLOTS,GYY-G,3.0,3.0,POLLS,GGG-G,1.0,1.0,POLIS,GGGGG,0.0,0.0,,,,,,,,,5629.0,540.0,90.4068218155978,540.0,2.0,99.62962962962963,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,1.25,2.25
,91,ROXAS,,True,3,,CRANE,-YY--,5,5,SARAH,Y-YG-,4.0,4.0,ROXAS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,227.0,95.96731213359388,227.0,3.0,98.6784140969163,3.0,1.0,66.66666666666666,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.6666666666666667,3.0
,92,RANCE,,True,2,,CRANE,YYYYG,4,2,RANCE,GGGGG,0.0,0.0,,,,,,,,,,,,,,,,,5629.0,1.0,99.98223485521407,1.0,1.0,0.0,,,,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,,,,,1.0,2.0,2.0
,93,CARON,,True,3,,CRANE,GYYY-,4,3,CAIRN,GG-YG,2.0,2.0,CARON,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,2.0,99.96446971042812,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.3333333333333333,2.0
,94,SURYA,,True,4,,CRANE,-YY--,5,5,MARIA,--G-G,3.0,3.0,BURSA,-GGYG,2.0,2.0,SURYA,GGGGG,0.0,0.0,,,,,,,,,5629.0,227.0,95.96731213359388,227.0,9.0,96.0352422907489,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,1.25,2.5
,95,AGGIE,,True,3,,CRANE,--Y-G,4,4,AGILE,GGY-G,2.0,2.0,AGGIE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,78.0,98.61431870669746,78.0,1.0,98.71794871794872,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.3333333333333333,2.0
,96,CAUSA,,True,3,,CRANE,G-Y--,4,4,COSTA,G-Y-G,3.0,3.0,CAUSA,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,33.0,99.41375022206432,33.0,1.0,96.96969696969695,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,,,,1.0,1.3333333333333333,2.3333333333333335
,97,BAMBA,,True,5,,CRANE,--Y--,5,5,SILVA,----G,4.0,4.0,TAMPA,-GG-G,2.0,2.0,MAMBA,-GGGG,1.0,1.0,BAMBA,GGGGG,0.0,0.0,,,,,5629.0,448.0,92.04121513590336,448.0,35.0,92.1875,35.0,5.0,85.71428571428571,5.0,1.0,80.0,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,VOI,,1.0,1.0,2.4
,98,MAYNE,,True,4,,CRANE,--YGG,3,3,LAINE,-G-GG,2.0,2.0,PAYNE,-GGGG,1.0,1.0,MAYNE,GGGGG,0.0,0.0,,,,,,,,,5629.0,15.0,99.73352282821104,15.0,5.0,66.66666666666666,5.0,4.0,20.0,4.0,1.0,75.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,0.75,1.5
,99,BOGGS,,True,5,,CRANE,-----,5,5,BOILS,GG--G,2.0,2.0,BOOTS,GG--G,2.0,2.0,BOGUS,GGG-G,1.0,1.0,BOGGS,GGGGG,0.0,0.0,,,,,5629.0,540.0,90.4068218155978,540.0,8.0,98.51851851851852,8.0,3.0,62.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,VOI,,1.0,1.0,2.0
,100,FINNS,,True,4,,CRANE,---G-,4,4,SUING,Y-YG-,4.0,4.0,KILNS,-G-GG,2.0,2.0,FINNS,GGGGG,0.0,0.0,,,,,,,,,5629.0,104.0,98.15242494226328,104.0,3.0,97.1153846153846,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,CSS_TRUE,CSS_TRUE,VOI,,,1.0,1.0,2.5
,1,PHOTO,,True,4,,HOUSE,YY---,5,4,CHOIR,-GG--,3.0,3.0,PHONY,GGG--,2.0,2.0,PHOTO,GGGGG,0.0,0.0,,,,,,,,,5629.0,43.0,99.236098774205,43.0,6.0,86.04651162790698,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,2.5
,2,PARTY,,True,4,,HOUSE,-----,5,5,TRINA,YY--Y,5.0,5.0,KARAT,-GG-Y,3.0,3.0,PARTY,GGGGG,0.0,0.0,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,9.0,98.70317002881843,9.0,2.0,77.77777777777779,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,3,TRICK,,True,4,,HOUSE,-----,5,5,MARLA,--Y--,5.0,5.0,CRYPT,YG--Y,4.0,4.0,TRICK,GGGGG,0.0,0.0,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,28.0,95.96541786743516,28.0,1.0,96.42857142857144,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.5
,4,DIRTY,,True,4,,HOUSE,-----,5,5,CRYPT,-YY-Y,5.0,5.0,MARTY,--GGG,2.0,2.0,DIRTY,GGGGG,0.0,0.0,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,3.0,99.56772334293947,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.0
,5,USUAL,,True,3,,HOUSE,--GY-,4,4,SAULT,YYGY-,4.0,4.0,USUAL,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,47.0,99.1650381950613,47.0,1.0,97.87234042553192,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,,,,1.0,1.3333333333333333,2.6666666666666665
,6,TRULY,,True,4,,HOUSE,--G--,4,4,BRUNT,-GG-Y,3.0,3.0,TRUDY,GGG-G,1.0,1.0,TRULY,GGGGG,0.0,0.0,,,,,,,,,5629.0,50.0,99.1117427607035,50.0,4.0,92.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.0
,7,SPENT,,True,4,,HOUSE,---YY,5,5,RATES,--YYY,5.0,5.0,SPELT,GGG-G,1.0,1.0,SPENT,GGGGG,0.0,0.0,,,,,,,,,5629.0,463.0,91.7747379641144,463.0,9.0,98.0561555075594,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,2.75
,8,PAUSE,,True,3,,HOUSE,--GGG,2,2,CAUSE,-GGGG,1.0,1.0,PAUSE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,6.0,99.8934091312844,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,,,,1.0,0.6666666666666666,1.0
,9,CRAZY,,True,6,,HOUSE,-----,5,5,PRATT,-GG--,3.0,3.0,GRAND,-GG--,3.0,3.0,BRAWL,-GG--,3.0,3.0,CRACK,GGG--,2.0,2.0,CRAZY,GGGGG,0.0,0.0,5629.0,694.0,87.67098951856458,694.0,30.0,95.67723342939482,30.0,8.0,73.33333333333333,8.0,3.0,62.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,CSS_TRUE,1.0,0.8333333333333334,2.6666666666666665
,10,BASES,,False,6,,HOUSE,---YY,5,4,SPENT,Y-Y--,5.0,5.0,LASER,-GGG-,2.0,2.0,CASES,-GGGG,1.0,1.0,GASES,-GGGG,1.0,1.0,VASES,-GGGG,1.0,1.0,5629.0,463.0,91.7747379641144,463.0,165.0,64.36285097192224,165.0,10.0,93.93939393939394,10.0,4.0,60.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,CSS_TRUE,0.0,0.6666666666666666,2.5
,11,YOUNG,,True,3,,HOUSE,-GG--,3,3,MOUND,-GGG-,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,18.0,99.68022739385326,18.0,2.0,88.88888888888889,2.0,1.0,50.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,,,,1.0,1.0,1.6666666666666667
,12,MEANS,,True,6,,HOUSE,---YY,5,5,VASES,-Y-YG,4.0,4.0,REALS,-GG-G,2.0,2.0,BEATS,-GG-G,2.0,2.0,DEANS,-GGGG,1.0,1.0,MEANS,GGGGG,0.0,0.0,5629.0,463.0,91.7747379641144,463.0,44.0,90.49676025917928,44.0,14.0,68.18181818181817,14.0,4.0,71.42857142857143,4.0,2.0,50.0,2.0,1.0,50.0,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,CSS_TRUE,1.0,0.8333333333333334,2.3333333333333335
,13,TRUTH,,True,3,,HOUSE,Y-G--,4,4,THUNK,GYG--,3.0,3.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,14.0,99.75128797299698,14.0,1.0,92.85714285714286,1.0,1.0,0.0,,,,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,,,,1.0,1.3333333333333333,2.3333333333333335
,14,FIRED,,True,4,,HOUSE,----Y,5,5,ALTER,---GY,4.0,4.0,CREED,-Y-GG,3.0,3.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,5629.0,654.0,88.38159531000179,654.0,26.0,96.02446483180428,26.0,3.0,88.46153846153845,3.0,1.0,66.66666666666666,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.0
,15,FOLKS,,True,4,,HOUSE,-G-Y-,4,4,COOLS,-G-YG,3.0,3.0,FOLDS,GGG-G,1.0,1.0,FOLKS,GGGGG,0.0,0.0,,,,,,,,,5629.0,160.0,97.1575768342512,160.0,15.0,90.625,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.0
,16,CHILE,,True,4,,HOUSE,Y---G,4,4,THINE,-GG-G,2.0,2.0,WHILE,-GGGG,1.0,1.0,CHILE,GGGGG,0.0,0.0,,,,,,,,,5629.0,23.0,99.5914016699236,23.0,3.0,86.95652173913044,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,1.75
,17,BLACK,,True,3,,HOUSE,-----,5,5,CYNIC,Y----,5.0,5.0,BLACK,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,6.0,99.13544668587896,6.0,1.0,83.33333333333334,,,,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,,,,1.0,1.6666666666666667,3.3333333333333335
,18,GRANT,,True,5,,HOUSE,-----,5,5,BLACK,--G--,4.0,4.0,IRAQI,-GG--,3.0,3.0,GRAND,GGGG-,1.0,1.0,GRANT,GGGGG,0.0,0.0,,,,,5629.0,694.0,87.67098951856458,694.0,46.0,93.37175792507205,46.0,15.0,67.3913043478261,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,2.6
,19,MEALS,,True,5,,HOUSE,---YY,5,5,DEANS,-GG-G,2.0,2.0,BEAKS,-GG-G,2.0,2.0,REAMS,-GGYG,2.0,2.0,MEALS,GGGGG,0.0,0.0,,,,,5629.0,463.0,91.7747379641144,463.0,28.0,93.9524838012959,28.0,21.0,25.0,21.0,2.0,90.47619047619048,2.0,1.0,50.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,2.2
,20,CREAM,,True,5,,HOUSE,----Y,5,5,FIRED,--YY-,5.0,4.0,TEARY,-YYY-,5.0,4.0,BREAK,-GGG-,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,5629.0,654.0,88.38159531000179,654.0,56.0,91.43730886850152,56.0,7.0,87.5,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,3.4
,21,AWAKE,,True,4,,HOUSE,----G,4,4,LAINE,-Y--G,4.0,4.0,GRADE,--G-G,3.0,3.0,AWAKE,GGGGG,0.0,0.0,,,,,,,,,5629.0,286.0,94.91916859122402,286.0,34.0,88.11188811188812,34.0,7.0,79.41176470588235,7.0,1.0,85.71428571428571,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.75
,22,OCCUR,,True,4,,HOUSE,-YY--,5,5,TUMOR,-Y-YG,4.0,4.0,FLOUR,--YGG,3.0,3.0,OCCUR,GGGGG,0.0,0.0,,,,,,,,,5629.0,55.0,99.02291703677383,55.0,3.0,94.54545454545456,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.0
,23,YEARS,,True,5,,HOUSE,---YY,5,5,MEALS,-GG-G,2.0,2.0,BEAKS,-GG-G,2.0,2.0,NEARS,-GGGG,1.0,1.0,YEARS,GGGGG,0.0,0.0,,,,,5629.0,463.0,91.7747379641144,463.0,22.0,95.24838012958963,22.0,15.0,31.818181818181817,15.0,8.0,46.666666666666664,8.0,1.0,87.5,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,2.0
,24,GRADE,,True,5,,HOUSE,----G,4,4,PARKE,-YY-G,4.0,4.0,CRATE,-GG-G,2.0,2.0,GRAVE,GGG-G,1.0,1.0,GRADE,GGGGG,0.0,0.0,,,,,5629.0,286.0,94.91916859122402,286.0,23.0,91.95804195804196,23.0,5.0,78.26086956521739,5.0,2.0,60.0,2.0,1.0,50.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,0.8,2.2
,25,CHILL,,True,5,,HOUSE,Y----,5,5,CHART,GG---,3.0,3.0,CHILI,GGGG-,1.0,1.0,CHILD,GGGG-,1.0,1.0,CHILL,GGGGG,0.0,0.0,,,,,5629.0,132.0,97.65500088825723,132.0,8.0,93.93939393939394,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,2.0
,26,FLOOD,,True,4,,HOUSE,-Y---,5,5,CARON,---G-,4.0,4.0,BIGOT,---G-,4.0,4.0,FLOOD,GGGGG,0.0,0.0,,,,,,,,,5629.0,290.0,94.8481080120803,290.0,11.0,96.20689655172414,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,27,APPLY,,True,4,,HOUSE,-----,5,5,GRANT,--Y--,5.0,5.0,MALIA,-YY--,5.0,5.0,APPLY,GGGGG,0.0,0.0,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,98.0,85.87896253602305,98.0,2.0,97.95918367346938,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.75
,28,SMILE,,True,4,,HOUSE,---YG,4,4,SPATE,G---G,3.0,3.0,SEINE,G-G-G,2.0,2.0,SMILE,GGGGG,0.0,0.0,,,,,,,,,5629.0,65.0,98.84526558891456,65.0,16.0,75.38461538461539,16.0,4.0,75.0,4.0,1.0,75.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.25
,29,KNOCK,,True,4,,HOUSE,-Y---,5,5,FLOOD,--G--,4.0,4.0,GROAN,--G-Y,4.0,4.0,KNOCK,GGGGG,0.0,0.0,,,,,,,,,5629.0,290.0,94.8481080120803,290.0,32.0,88.96551724137932,32.0,2.0,93.75,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,30,SLEEP,,True,4,,HOUSE,---YY,5,5,BYERS,--G-Y,4.0,4.0,SPENT,GYG--,3.0,3.0,SLEEP,GGGGG,0.0,0.0,,,,,,,,,5629.0,463.0,91.7747379641144,463.0,36.0,92.22462203023758,36.0,2.0,94.44444444444444,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.0
,31,BRICK,,True,4,,HOUSE,-----,5,5,BALDY,G----,4.0,4.0,BRINK,GGG-G,1.0,1.0,BRICK,GGGGG,0.0,0.0,,,,,,,,,5629.0,694.0,87.67098951856458,694.0,4.0,99.42363112391932,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,2.5
,32,WROTE,,True,5,,HOUSE,-Y--G,4,4,DROVE,-GG-G,2.0,2.0,PROBE,-GG-G,2.0,2.0,CROWE,-GGYG,2.0,2.0,WROTE,GGGGG,0.0,0.0,,,,,5629.0,49.0,99.12950790548943,49.0,12.0,75.51020408163265,12.0,7.0,41.66666666666667,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,0.8,2.0
,33,RATED,,True,5,,HOUSE,----Y,5,5,BREAM,-YYY-,5.0,5.0,LEARN,-YYY-,5.0,5.0,TAPER,YG-GY,3.0,3.0,RATED,GGGGG,0.0,0.0,,,,,5629.0,654.0,88.38159531000179,654.0,77.0,88.2262996941896,77.0,40.0,48.05194805194805,40.0,1.0,97.5,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,1.0,3.6
,34,ALERT,,True,4,,HOUSE,----Y,5,5,PETER,-YY-Y,5.0,4.0,TREAT,-YGYG,3.0,3.0,ALERT,GGGGG,0.0,0.0,,,,,,,,,5629.0,654.0,88.38159531000179,654.0,12.0,98.1651376146789,12.0,2.0,83.33333333333334,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,35,CAGES,,False,6,,HOUSE,---YY,5,5,SPENT,Y-Y--,5.0,5.0,YEARS,-YY-G,4.0,4.0,MALES,-G-GG,2.0,2.0,CAVES,GG-GG,1.0,1.0,CAFES,GG-GG,1.0,1.0,5629.0,463.0,91.7747379641144,463.0,165.0,64.36285097192224,165.0,42.0,74.54545454545455,42.0,22.0,47.61904761904761,22.0,4.0,81.81818181818183,4.0,3.0,25.0,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,CSS_TRUE,0.0,0.6666666666666666,3.0
,36,TEDDY,,True,4,,HOUSE,----Y,5,5,ALTER,--YY-,5.0,5.0,DEITY,YG-YG,3.0,3.0,TEDDY,GGGGG,0.0,0.0,,,,,,,,,5629.0,654.0,88.38159531000179,654.0,19.0,97.0948012232416,19.0,1.0,94.73684210526316,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,37,COLES,,True,4,,HOUSE,-G-YY,4,4,LOSER,YGYG-,3.0,3.0,MOLES,-GGGG,1.0,1.0,COLES,GGGGG,0.0,0.0,,,,,,,,,5629.0,69.0,98.77420500977084,69.0,5.0,92.7536231884058,5.0,4.0,20.0,4.0,1.0,75.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.0
,38,HWANG,,True,4,,HOUSE,G----,4,4,HYMAN,G--YY,4.0,3.0,HANNA,GY-G-,3.0,3.0,HWANG,GGGGG,0.0,0.0,,,,,,,,,5629.0,40.0,99.2893942085628,40.0,2.0,95.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.75
,39,WRATH,,True,4,,HOUSE,Y----,5,5,CHILL,-Y---,5.0,5.0,DARTH,-YYGG,3.0,3.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,5629.0,132.0,97.65500088825723,132.0,17.0,87.12121212121212,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.25
,40,MACHO,,True,4,,HOUSE,YY---,5,5,PHOTO,-Y--G,4.0,4.0,NACHO,-GGGG,1.0,1.0,MACHO,GGGGG,0.0,0.0,,,,,,,,,5629.0,43.0,99.236098774205,43.0,3.0,93.02325581395348,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,2.5
,41,LOPEZ,,True,5,,HOUSE,-G--Y,4,4,ROWED,-G-G-,3.0,3.0,MOTEL,-G-GY,3.0,3.0,FOLEY,-GYG-,3.0,3.0,LOPEZ,GGGGG,0.0,0.0,,,,,5629.0,102.0,98.18795523183516,102.0,23.0,77.45098039215686,23.0,3.0,86.95652173913044,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,0.8,2.6
,42,GOODY,,True,5,,HOUSE,-G---,4,4,LORNA,-G---,4.0,4.0,MOODY,-GGGG,1.0,1.0,WOODY,-GGGG,1.0,1.0,GOODY,GGGGG,0.0,0.0,,,,,5629.0,231.0,95.89625155445016,231.0,34.0,85.28138528138528,34.0,2.0,94.11764705882352,2.0,1.0,50.0,1.0,1.0,0.0,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,CSS_TRUE,,1.0,0.8,2.0
,43,BROTH,,True,4,,HOUSE,YY---,5,5,MACHO,---YY,5.0,5.0,THONG,YYG--,4.0,4.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,5629.0,43.0,99.236098774205,43.0,11.0,74.4186046511628,11.0,2.0,81.81818181818183,2.0,1.0,50.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.5
,44,VERDE,,True,4,,HOUSE,----G,4,4,GRAZE,-Y--G,4.0,4.0,NERVE,-GGYG,2.0,2.0,VERDE,GGGGG,0.0,0.0,,,,,,,,,5629.0,286.0,94.91916859122402,286.0,22.0,92.3076923076923,22.0,1.0,95.45454545454544,1.0,1.0,0.0,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.0,2.5
,45,TAMED,,True,4,,HOUSE,----Y,5,5,INERT,--Y-Y,5.0,5.0,TEDDY,GYY--,4.0,4.0,TAMED,GGGGG,0.0,0.0,,,,,,,,,5629.0,654.0,88.38159531000179,654.0,30.0,95.41284403669724,30.0,3.0,90.0,3.0,1.0,66.66666666666666,,,,,,,Hybrid_LLM_First,0,LLM,VOI,VOI,CSS_TRUE,,,1.0,1.25,3.5
