Game_Number,Hybrid_codestral-22b_CSS_CoT,Hybrid_codestral-22b_CSS_ZeroShot,Hybrid_codestral-22b_Random_CoT,Hybrid_codestral-22b_Random_ZeroShot,Hybrid_codestral-22b_VOI_CoT,Hybrid_codestral-22b_VOI_ZeroShot,Hybrid_gemma-27b_CSS_CoT,Hybrid_gemma-27b_CSS_ZeroShot,Hybrid_gemma-27b_Random_CoT,Hybrid_gemma-27b_Random_ZeroShot,Hybrid_gemma-27b_VOI_CoT,Hybrid_gemma-27b_VOI_ZeroShot,Hybrid_granite-8b_CSS_CoT,Hybrid_granite-8b_CSS_ZeroShot,Hybrid_granite-8b_Random_CoT,Hybrid_granite-8b_Random_ZeroShot,Hybrid_granite-8b_VOI_CoT,Hybrid_granite-8b_VOI_ZeroShot,Hybrid_llama-3.1-70b_CSS_CoT,Hybrid_llama-3.1-70b_CSS_ZeroShot,Hybrid_llama-3.1-70b_Random_CoT,Hybrid_llama-3.1-70b_Random_ZeroShot,Hybrid_llama-3.1-70b_VOI_CoT,Hybrid_llama-3.1-70b_VOI_ZeroShot,Hybrid_llama-3.1-8b_CSS_CoT,Hybrid_llama-3.1-8b_CSS_ZeroShot,Hybrid_llama-3.1-8b_Random_CoT,Hybrid_llama-3.1-8b_Random_ZeroShot,Hybrid_llama-3.1-8b_VOI_CoT,Hybrid_llama-3.1-8b_VOI_ZeroShot,Hybrid_llama-3.3-70b_CSS_CoT,Hybrid_llama-3.3-70b_CSS_ZeroShot,Hybrid_llama-3.3-70b_Random_CoT,Hybrid_llama-3.3-70b_Random_ZeroShot,Hybrid_llama-3.3-70b_VOI_CoT,Hybrid_llama-3.3-70b_VOI_ZeroShot,Hybrid_mistral-7b_CSS_CoT,Hybrid_mistral-7b_CSS_ZeroShot,Hybrid_mistral-7b_Random_CoT,Hybrid_mistral-7b_Random_ZeroShot,Hybrid_mistral-7b_VOI_CoT,Hybrid_mistral-7b_VOI_ZeroShot,Hybrid_mistral-small_CSS_CoT,Hybrid_mistral-small_CSS_ZeroShot,Hybrid_mistral-small_Random_CoT,Hybrid_mistral-small_Random_ZeroShot,Hybrid_mistral-small_VOI_CoT,Hybrid_mistral-small_VOI_ZeroShot,Hybrid_nemotron-8b_CSS_CoT,Hybrid_nemotron-8b_CSS_ZeroShot,Hybrid_nemotron-8b_Random_CoT,Hybrid_nemotron-8b_Random_ZeroShot,Hybrid_nemotron-8b_VOI_CoT,Hybrid_nemotron-8b_VOI_ZeroShot,PureLLM_codestral-22b_CoT,PureLLM_codestral-22b_ZeroShot,PureLLM_gemma-27b_CoT,PureLLM_gemma-27b_ZeroShot,PureLLM_gpt-oss-120b_CoT,PureLLM_gpt-oss-120b_ZeroShot,PureLLM_gpt-oss-20b_CoT,PureLLM_gpt-oss-20b_ZeroShot,PureLLM_granite-8b_CoT,PureLLM_granite-8b_ZeroShot,PureLLM_llama-3.1-70b_CoT,PureLLM_llama-3.1-70b_ZeroShot,PureLLM_llama-3.1-8b_CoT,PureLLM_llama-3.1-8b_ZeroShot,PureLLM_llama-3.3-70b_CoT,PureLLM_llama-3.3-70b_ZeroShot,PureLLM_mistral-7b_CoT,PureLLM_mistral-7b_ZeroShot,PureLLM_mistral-small_CoT,PureLLM_mistral-small_ZeroShot,PureLLM_nemotron-8b_CoT,PureLLM_nemotron-8b_ZeroShot,Pure_Algo_css,Pure_Algo_css_then_voi,Pure_Algo_css_voi_alternating,Pure_Algo_pure_random,Pure_Algo_random,Pure_Algo_voi,Pure_Algo_voi_css_alternating,Pure_Algo_voi_then_css
58,5,3,3,4,3,5,3,4,3,4,3,5,5,4,3,4,5,4,2,2,2,5,2,2,2,2,2,2,5,2,2,2,6,3,2,2,4,2,4,3,5,4,5,2,3,3,5,4,4,4,4,4,4,4,5,5,4,4,3,4,3,5,5,5,2,3,5,3,2,4,3,3,3,5,5,3,3,5,3,Loss,4,3,4,5
59,3,5,3,4,4,5,5,4,5,4,4,4,4,4,4,6,4,Loss,5,4,6,6,4,4,3,5,4,6,6,6,4,5,5,4,5,4,4,5,6,4,5,4,5,5,4,4,4,6,4,4,6,4,4,3,4,4,5,4,3,6,5,3,4,4,4,4,4,4,5,4,6,5,5,5,5,4,5,5,4,Loss,3,4,5,5
60,5,4,4,6,4,5,4,4,4,3,4,3,3,4,3,5,3,5,3,4,4,4,5,5,5,4,4,4,3,5,4,4,4,5,5,5,4,4,3,6,3,3,5,4,6,4,4,3,4,3,4,6,4,4,4,3,5,5,6,3,3,3,5,3,4,4,4,4,4,3,4,3,3,3,4,3,5,6,4,Loss,3,5,3,4
61,2,4,4,5,4,6,4,5,4,4,5,5,4,5,6,1,4,5,3,3,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,3,4,5,3,5,3,5,5,3,4,4,5,4,3,4,5,5,5,2,5,3,4,4,6,4,3,4,4,3,3,3,4,5,3,3,3,4,4,5,Loss,3,3,4,3
62,3,4,4,4,3,4,3,3,4,4,4,4,5,3,5,4,4,4,3,3,3,3,3,3,3,4,5,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4,4,4,4,5,4,4,3,5,4,4,5,5,3,4,4,3,3,5,4,4,4,3,3,3,5,3,3,4,4,5,4,4,3,3,4,3,Loss,4,4,3,3
63,4,6,4,5,6,4,4,4,5,4,4,4,6,4,6,Loss,6,5,4,4,3,5,5,4,4,6,4,4,4,Loss,5,4,5,4,4,4,5,5,5,Loss,6,6,4,4,4,4,4,3,5,4,4,Loss,4,4,4,5,5,5,3,6,6,5,5,4,4,4,4,4,4,5,4,Loss,4,4,5,4,4,3,3,Loss,3,4,4,4
64,3,3,4,4,Loss,2,4,4,3,4,4,2,3,4,3,6,3,4,5,5,6,6,5,4,6,4,Loss,3,5,5,5,4,5,5,6,6,4,3,5,6,4,4,5,Loss,4,6,Loss,3,3,3,5,4,3,2,4,5,5,3,4,4,6,Loss,3,4,5,3,4,2,5,3,3,4,5,3,Loss,3,6,4,3,Loss,5,4,4,5
65,4,4,3,5,5,5,4,3,4,3,4,3,4,2,3,3,5,4,3,5,6,5,3,6,5,4,4,6,5,4,4,5,4,4,5,4,4,4,4,5,6,3,5,3,4,4,4,4,4,4,5,5,3,4,4,4,4,4,6,4,4,3,4,3,4,4,5,4,4,5,3,2,5,4,4,5,3,4,4,Loss,4,3,4,4
66,4,3,4,5,4,3,3,3,4,4,4,5,5,3,4,5,4,2,4,3,5,3,4,4,3,4,4,6,4,4,4,4,4,5,4,4,3,4,4,4,4,3,4,3,5,3,3,3,2,3,3,3,3,3,5,4,4,5,4,4,4,3,5,4,4,4,5,3,4,4,5,5,4,4,4,4,3,4,3,Loss,5,4,4,3
67,6,6,5,5,6,Loss,4,4,4,6,4,5,5,Loss,6,6,6,Loss,3,4,4,6,5,4,5,6,6,5,5,4,6,5,6,4,4,4,4,5,6,5,5,6,5,4,6,5,5,5,4,4,4,5,5,5,5,6,6,4,Loss,Loss,5,5,6,Loss,4,5,6,6,5,5,4,6,5,5,4,6,6,5,4,Loss,4,4,4,4
68,5,4,6,6,5,5,5,5,6,4,Loss,5,6,4,6,4,5,6,5,4,6,5,6,4,6,4,2,5,Loss,6,5,5,4,5,Loss,5,6,5,3,6,Loss,Loss,4,6,5,6,5,3,5,6,6,5,6,6,6,Loss,6,6,6,6,5,6,5,Loss,2,5,Loss,3,5,5,4,4,4,4,4,6,6,6,5,Loss,6,2,6,5
69,5,4,3,6,6,4,Loss,3,5,Loss,Loss,Loss,Loss,4,4,3,5,5,5,4,Loss,Loss,5,5,Loss,4,4,Loss,5,3,Loss,3,Loss,Loss,Loss,5,6,Loss,6,Loss,4,4,4,6,5,6,5,4,4,4,Loss,Loss,4,4,3,6,5,Loss,Loss,Loss,5,4,4,5,4,3,Loss,Loss,Loss,Loss,Loss,3,5,3,5,5,3,Loss,5,Loss,Loss,4,3,5
70,3,4,4,2,4,4,3,5,4,4,4,5,4,4,4,2,4,2,3,3,4,4,3,3,3,4,3,4,5,4,3,3,3,3,3,3,4,4,4,5,3,2,4,4,3,4,3,3,3,4,2,3,3,4,3,3,4,4,5,4,4,4,3,4,2,3,5,3,3,4,3,5,4,5,4,4,3,4,4,Loss,5,4,4,4
71,4,4,3,4,5,4,4,4,6,6,4,5,4,4,4,3,3,4,3,4,3,4,4,3,6,3,5,4,4,3,4,3,5,5,4,3,6,5,6,4,4,6,3,5,2,3,4,5,3,3,Loss,5,4,3,4,4,3,4,5,4,4,4,5,4,5,5,5,6,3,5,4,3,3,4,5,5,4,4,4,Loss,5,4,5,4
72,5,4,4,5,3,5,4,4,6,4,5,4,4,3,4,5,3,4,4,4,5,3,3,5,4,4,4,4,5,4,4,5,5,4,4,4,3,4,6,4,4,6,4,3,5,4,5,4,3,3,4,4,3,3,4,5,4,5,4,4,4,3,5,5,4,4,3,5,4,5,3,4,2,4,4,4,3,3,4,Loss,3,4,3,4
73,4,5,4,6,4,4,4,4,5,4,5,5,4,4,6,4,4,Loss,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,Loss,4,6,4,4,4,5,4,4,4,5,3,5,4,5,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,4,4,4,4,5,5,4,4,3,4,Loss,6,4,4,4
74,5,4,4,4,5,4,4,3,4,5,4,3,2,3,4,5,4,4,2,2,2,2,3,2,2,2,6,2,3,2,5,2,2,2,5,2,3,4,3,6,6,3,4,4,3,5,5,5,4,5,5,5,5,4,2,5,5,4,4,5,4,3,3,5,2,2,4,2,2,2,6,3,5,4,4,4,4,3,5,Loss,Loss,5,4,2
75,4,4,4,5,4,3,4,5,4,6,4,5,4,4,4,5,6,4,4,4,2,4,4,4,3,4,3,3,4,4,3,4,5,4,4,4,3,5,4,4,5,2,4,4,5,5,4,2,3,4,4,5,5,3,4,5,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,6,3,4,5,4,4,Loss,4,5,4,4
76,4,3,5,5,4,5,5,4,4,5,5,5,4,5,4,6,4,6,5,4,5,4,5,4,3,4,4,6,5,4,5,4,4,3,4,4,5,5,4,5,5,5,4,4,5,4,6,4,4,3,5,3,5,5,4,5,4,4,4,4,5,4,5,6,5,3,4,3,5,3,6,5,4,6,3,Loss,5,3,5,Loss,5,5,3,4
77,6,3,4,3,5,4,3,4,3,4,2,5,3,3,4,4,5,4,3,3,3,3,3,3,2,4,4,3,3,4,4,3,5,4,4,3,4,3,4,4,4,4,5,4,4,3,4,3,4,4,3,4,3,3,3,3,3,5,3,5,5,3,3,3,5,3,3,4,4,4,5,5,3,3,4,6,3,4,4,Loss,3,5,2,3
78,5,2,4,6,4,4,4,3,4,2,4,3,4,5,6,4,6,4,3,3,4,4,5,5,4,4,4,4,4,5,4,3,3,4,5,5,4,3,4,6,4,3,4,5,3,3,4,4,3,3,5,5,5,4,4,6,3,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,3,4,4,4,3,2,4,Loss,4,3,4,4
79,4,4,6,4,4,4,4,3,4,4,4,4,4,3,5,5,4,5,5,5,5,5,4,4,4,5,3,4,4,4,3,5,4,6,5,4,4,5,4,5,4,6,4,4,3,5,4,4,4,4,3,4,2,4,5,5,4,4,3,5,6,3,6,5,5,4,4,4,3,3,4,3,5,5,5,3,4,3,4,Loss,3,3,4,4
80,3,3,4,4,4,4,5,4,4,Loss,5,5,4,4,4,4,Loss,3,3,3,5,3,3,3,4,3,Loss,6,Loss,6,4,3,3,3,4,3,5,4,6,4,4,3,5,3,3,2,5,4,4,3,3,4,5,3,Loss,4,5,6,6,5,3,4,5,4,2,4,5,4,5,3,6,3,5,3,6,5,3,5,4,Loss,5,4,4,3
81,5,3,4,3,4,3,4,4,4,6,4,Loss,5,3,4,5,4,5,4,Loss,4,6,Loss,5,4,6,6,4,4,6,5,5,4,5,5,5,5,4,6,4,4,4,6,5,4,5,6,Loss,5,3,6,3,4,3,5,4,4,6,5,3,Loss,6,3,6,4,3,5,6,3,4,3,6,6,6,5,3,4,4,3,Loss,4,3,4,5
82,6,3,5,4,4,6,5,4,Loss,5,5,5,5,5,4,5,5,6,5,3,Loss,4,3,Loss,Loss,4,3,5,Loss,4,3,4,3,Loss,3,6,5,4,4,5,6,4,Loss,5,6,Loss,4,3,3,5,4,5,4,5,5,5,5,4,6,6,3,3,Loss,5,4,4,Loss,6,5,4,3,3,3,5,4,Loss,4,3,4,Loss,6,3,4,5
83,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,6,5,6,5,6,4,4,4,3,5,5,3,4,Loss,5,4,4,4,3,4,3,4,5,4,4,5,3,5,4,4,3,3,3,3,4,5,4,4,3,4,5,3,5,3,4,3,5,5,3,5,4,3,4,3,Loss,3,4,4,3
84,5,5,4,6,5,5,4,6,4,5,4,4,Loss,5,3,4,3,6,Loss,4,4,3,5,5,6,4,4,3,6,5,4,4,4,3,4,5,4,4,3,5,5,5,3,4,4,6,6,3,6,5,5,3,Loss,6,5,4,4,6,4,Loss,5,5,3,4,5,4,5,4,4,4,5,5,5,5,3,4,Loss,4,5,Loss,5,4,Loss,5
85,3,3,4,5,3,6,5,2,6,4,6,2,4,5,3,4,3,4,5,5,6,4,4,6,5,6,5,4,5,Loss,5,5,5,4,6,Loss,4,4,3,4,4,3,3,3,4,4,6,5,4,4,5,4,4,6,5,5,4,4,4,3,5,4,5,5,6,5,5,4,5,5,Loss,6,4,4,3,4,3,4,3,Loss,6,4,4,4
86,5,5,6,5,3,5,3,2,Loss,5,4,5,5,4,4,6,4,5,4,Loss,4,4,6,Loss,5,4,Loss,Loss,5,6,6,4,Loss,5,4,Loss,3,4,4,4,4,4,4,4,3,5,6,4,4,4,5,3,3,3,5,4,3,4,Loss,6,5,4,4,4,4,5,4,4,4,5,5,4,5,5,4,6,4,4,4,Loss,4,4,3,3
87,4,4,6,5,5,5,5,4,5,6,4,5,3,4,Loss,Loss,6,6,6,4,5,4,4,6,4,4,5,5,4,4,4,4,Loss,5,6,6,6,4,6,5,5,6,5,6,4,6,4,5,3,4,6,3,4,3,4,5,Loss,6,5,6,5,4,Loss,5,6,6,Loss,6,Loss,6,4,5,6,6,4,5,2,2,2,Loss,4,5,3,3
88,4,4,4,5,4,4,5,3,5,3,4,5,4,5,4,Loss,5,4,4,5,5,6,4,4,5,5,4,4,6,5,4,3,6,5,4,6,4,5,4,4,5,5,2,5,6,4,5,6,2,4,5,6,5,4,4,4,4,3,5,6,6,4,5,3,6,5,5,6,6,5,4,5,5,3,5,4,5,2,3,Loss,4,5,5,4
89,6,3,5,4,4,4,6,5,3,5,5,4,4,5,5,3,Loss,5,5,4,6,4,4,6,5,5,5,4,4,5,3,5,4,5,5,4,5,6,6,5,4,6,4,4,3,3,5,4,3,5,4,3,5,5,5,5,4,5,3,4,5,4,5,4,5,Loss,4,4,6,6,2,3,3,5,4,3,3,4,3,Loss,4,5,3,3
90,5,6,4,5,4,4,6,5,3,4,5,3,4,3,5,2,5,2,Loss,6,5,3,5,4,5,6,4,6,6,6,5,5,6,4,6,4,5,4,Loss,4,4,4,3,4,4,3,6,4,4,4,4,6,6,Loss,3,5,5,5,4,6,5,3,4,6,6,6,3,4,4,5,3,4,4,3,4,Loss,3,4,4,Loss,4,6,4,5
91,5,4,4,4,Loss,5,4,4,Loss,3,Loss,3,4,4,4,6,5,6,6,6,4,6,Loss,4,5,5,4,5,Loss,5,4,5,6,4,6,Loss,5,6,4,4,6,6,5,4,6,5,4,4,3,4,4,6,5,4,5,6,5,5,5,3,6,6,4,5,Loss,Loss,6,5,6,5,5,5,5,3,4,6,5,3,3,Loss,6,4,4,3
92,4,2,4,6,3,4,3,2,4,2,4,2,4,3,3,6,3,4,3,4,5,Loss,5,6,4,3,5,6,4,3,4,6,4,4,3,3,3,3,4,4,4,Loss,4,3,6,4,5,3,3,2,Loss,3,3,3,4,4,4,2,5,4,4,5,5,3,4,5,5,4,4,5,5,5,3,4,5,3,3,4,3,Loss,4,3,4,3
93,4,4,5,6,4,3,5,3,5,2,5,3,3,5,6,5,4,4,5,5,4,6,4,6,5,3,4,2,4,5,3,4,4,4,5,5,4,5,4,3,4,5,4,5,4,4,4,4,4,4,5,3,4,4,5,5,4,5,5,6,5,6,4,Loss,5,5,5,4,6,5,3,6,4,Loss,3,6,5,4,3,Loss,4,4,3,3
94,5,5,4,4,4,4,4,4,5,6,4,5,4,4,5,4,5,6,4,4,3,4,4,4,4,4,6,4,5,4,3,4,5,4,4,4,5,3,3,3,5,3,4,3,4,4,5,4,2,4,4,3,3,4,5,5,4,4,4,4,4,2,5,4,5,3,4,4,4,4,5,4,5,5,4,4,3,4,4,Loss,3,5,4,4
95,3,4,5,6,6,4,4,4,6,5,5,4,4,3,6,6,4,4,6,4,4,5,6,5,5,4,4,6,4,6,4,4,4,4,4,4,4,5,5,4,4,4,4,3,4,2,5,3,5,4,3,5,4,6,6,3,5,5,4,4,6,3,5,Loss,4,4,6,3,Loss,5,3,6,4,2,3,6,3,4,3,Loss,5,4,4,3
96,6,4,4,5,4,4,4,3,4,4,4,4,4,6,4,6,4,4,3,3,3,3,5,3,3,4,4,4,5,3,3,3,3,2,3,3,4,5,Loss,6,4,3,5,3,5,3,5,3,3,5,4,3,3,3,4,4,5,5,5,Loss,5,4,5,5,3,4,4,3,3,3,5,5,4,5,3,4,5,5,5,Loss,5,4,5,4
97,6,4,6,5,6,5,5,4,5,6,5,6,4,4,Loss,4,4,Loss,5,5,3,5,4,5,6,5,5,6,4,5,4,4,5,6,6,3,5,4,Loss,4,6,5,5,4,4,4,4,6,4,5,6,6,6,5,5,5,4,6,5,Loss,6,6,3,5,5,5,4,6,5,5,5,5,4,6,5,4,5,5,5,Loss,5,4,5,4
98,3,5,5,Loss,Loss,Loss,4,6,6,3,Loss,Loss,4,3,5,6,4,Loss,Loss,4,Loss,Loss,5,4,6,6,6,Loss,Loss,4,4,6,6,6,4,4,6,6,4,Loss,Loss,4,Loss,5,4,Loss,5,5,4,4,5,Loss,4,4,6,6,5,6,5,4,3,6,5,6,6,5,6,4,Loss,5,5,4,5,4,3,6,3,4,6,Loss,4,4,4,4
99,6,6,4,6,Loss,6,4,4,5,4,5,4,6,5,5,4,5,3,6,6,4,Loss,5,5,5,Loss,5,Loss,5,6,5,6,4,4,5,6,6,5,Loss,3,6,6,6,5,4,6,6,5,4,5,4,6,5,5,6,5,6,6,Loss,3,5,4,4,5,5,6,5,6,6,6,4,5,6,5,5,4,6,5,5,Loss,4,6,4,5
100,5,6,6,5,6,6,4,4,6,4,6,5,6,6,6,5,3,5,4,6,6,4,4,6,4,6,4,5,5,4,6,5,4,6,4,6,6,Loss,Loss,Loss,6,6,3,Loss,6,3,6,5,6,6,5,Loss,6,5,4,5,4,4,4,4,3,6,4,3,5,Loss,3,6,5,Loss,4,4,5,4,2,5,3,Loss,6,Loss,Loss,4,4,5
